Identifier,Institution Name,Owner,Established Since,Address,Phone Number,Email,Website,Status,Condition,Institution Type,License Number,Tax Number,Village,Province Name,City Name,Sectors,Popular Vocationals
ac8595a8-57ee-40dd-bd8e-054a75ab582e,LPK KIBI MOMOTARO INDONESIA,ROSIDAH,2023,RUKO GRAND ROYAL JL PASAR BRU NO. 16 DESA KARANGMALANG KECAMATAN INDRAMAYU KABUPATEN INDRAMAYU,(0234) 5351136,ptkibimomotaroindonesia@gmail.com,,published,operational,LPK SWASTA,07022300702290004,637501430437000,Karangmalang,JAWA BARAT,KAB. INDRAMAYU,JASA,"BISNIS DAN MANAJEMEN, BAHASA JEPANG"
b9652d27-60a3-4203-9f0b-e22c30c12214,BLK MIFTAHUL ULUM SUMBER KEBUN,TOIFUR ROHIM,2022,DESA PANGEREMAN KEC. KETAPANG KAB. SAMPANG PROV. JATIM,082333503465,blksumberkebunpangereman@gmail.com,-,published,new,BLK KOMUNITAS,560/141/434.217/KEP/IV/2023,404631483644000,Pangereman,JAWA TIMUR,KAB. SAMPANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
0e24d323-595a-4614-959a-04aa79f44571,BLKK MIFTAHUL HUDA AL-WAFA,H. YASIN,2022,KP. CIHERANG RT. 01 RW. 10 DESA KIANGROKE KECAMATAN BANJARAN KABUPATEN BANDUNG,085220655444,haji.yasin82@gmail.com,,published,operational,BLK KOMUNITAS,Surat Pernyataan BLKK  Binaan BPVP Bandung Barat,392466355445000,Kiangroke,JAWA BARAT,KAB. BANDUNG,"PERDAGANGAN, JASA","TATA BUSANA, GARMEN APPAREL"
4eb13ee3-783b-4178-bc8f-710da9cef30c,BLKK PONDOK PESANTREN AL-UKHUWAH,HARIS NIZHOMUL HAQ,2023,JALAN TERUSAN KAUM RT 15 RW 05 DESA PAGADEN KECAMATAN PAGADEN KABUPATEN SUBANG,082124616856,blkk.alukhuwah@gmail.com,https://blkk-ponpesalukhuwah.id/,published,operational,BLK KOMUNITAS,91203051706830002,391381878439000,Pagedan,JAWA BARAT,KAB. SUBANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
5e22f60f-2cec-4fcd-be86-161e1470fc34,HIDAYATUL MUBTADIIN,M TOHA DANURI,2022,GROMBONG RT 08 RW 01 DESA PLUMPUNG KEC PLAOSAN KAB MAGETAN JAWA TIMUR,081217163968,pphmblkk86@gmail.com,,published,operational,BLK KOMUNITAS,2305230052989,409122595646000,Plumpung,JAWA TIMUR,KAB. MAGETAN,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
ef92d24c-7813-4e82-9245-18fe073a1955,BLKK IBADURROHMAN TASIKMALAYA,"ANGGA VEBRIANA, S.E.",2022,"JL.  CISUMUR RT 06 RW 02, KEL. KARSAMENAK, KEC. KAWALU, KOTA TASIKMALAYA",081223250073,blkkibadurrohman@gmail,-,published,new,BLK KOMUNITAS,AHU-AH.01.06-0009846,026401737425000,Kersamenak,JAWA BARAT,KOTA TASIKMALAYA,JASA,"TEKNOLOGI INFORMASI DAN KOMUNIKASI, METODOLOGI PELATIHAN"
f5369082-edbc-42ae-adf9-ee9e21d98cb0,BLKK DARUL FATAH,ACEP SOPIAN,2023,KP. CIREUNDEU RT.001 RW.013 DESA GODOG KECAMATAN KARANGPAWITAN KAB. GARUT,088222551852,darulfatahponpes@gmail.com,-,published,operational,BLK KOMUNITAS,AHU-0015098.AH.01.04. Tahun 2015,760154138443000,Sindanggalih,JAWA BARAT,KAB. GARUT,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
d8c08367-8550-4da7-9e7a-a88094256782,LPK AL-INAYAH,FIRMAN ABDUL RASYID,2022,KAMPUNG RANCAGOONG RT 02 RW 06 DESA RANCAGOONG KECAMATAN CILAKU KABUPATEN CIANJUR PROVINSI JAWA BARAT,082115058900,firmanrasyid0785@gmail.com,,published,new,BLK KOMUNITAS,563.2/Kep.156/IV/2023,813723764406000,Rancagoong,JAWA BARAT,KAB. CIANJUR,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
0b4a03f2-9388-4502-88ff-754854caf4c5,BLKK AL HIKMAH DARUSSALAM,"ZAINI.S.PD.,M.PD.",2021,JL.KH.ABD ROHMAN TEPA'NAH BARAT DURJAN KOKOP BANGKALAN JAWA TIMUR,087803148677,blkkalhikmahdarussalam@gmail.com,https://blkkalhikmahdarussalam.blogpot.come,published,new,BLK KOMUNITAS,-00,712550417644000,Durjan,JAWA TIMUR,KAB. BANGKALAN,INDUSTRI PENGOLAHAN (MANUFAKTUR),TEKNOLOGI INFORMASI DAN KOMUNIKASI
a3172bac-05ca-45cd-a361-59e2ddc48d44,BLK KOMUNITAS BUSTANUL ULUM,"YUSRINA AMALIA, SM",2022,SINDANGSARI KEL. SUMELAP KEC. TAMANSARI KOTA TASIKMALAYA,081324900933,blkkbustanululum89@gmail.com,,published,operational,BLK KOMUNITAS,0904230010508,927821736425000,Sumelap,JAWA BARAT,KOTA TASIKMALAYA,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
0193ca92-fd49-4d76-8c47-2f1aa05aa069,BLKK NURUL FAJAR,"ADE SUHERLAN, S.PD., M.SI.",2023,JL. FAJAR 39 DS.BABAKAN RT 07/03 KEC.CISEENG KAB.BOGOR,+62 812-1011-2334,blkknurulfajar@gmail.com,,published,new,BLK KOMUNITAS,AHU-AH.01.06-0019495,406298307403000,Babakan,JAWA BARAT,KAB. BOGOR,PERIKANAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
669a2bda-e591-4890-bfca-7f3b97719279,BLK KOMUNITAS YAYASAN PONDOK PESANTREN NURUL HUDA AT-TAFSIRI,"H. PUADUL HAKIM, LC",2022,KOMPLEK PONDOK PESANTREN AT-TAFSIRI,085724432100,blkk.attafsiri@gmail.com,http://blkk.attafsiri.com,published,operational,BLK KOMUNITAS,32.03.25.16.2023,054736905406000,Campakamulya,JAWA BARAT,KAB. CIANJUR,"PERTANIAN, PERDAGANGAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
b452e96c-9372-4ad1-b722-1f1cd8437f07,BLKK YAYASAN ASHABUL KAHFI GARUT SELATAN,SALIS NURHAYATI,2022,JL. TEGALLAJA NO 02 RT 02 RW 10 DESA MEKARJAYA KEC. BUNGBULANG. KAB GARUT. PROVINSI JAWA BARAT,081322114411,blkkashabulkahfi@gmail.com,,published,operational,BLK KOMUNITAS,2805230023722,405064825443000,Mekarjaya,JAWA BARAT,KAB. GARUT,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
558f0355-dd91-4589-bc18-62876c359848,BLK KOMUNITAS  YPI AL MANSHURIYAH,ARWIN SM S.SN,2022,JALAN RAYA PAGELARAN KM 61 KP. CIPARI RT/RW 003/008 DESA SINDANGKERTA KECAMATAN PAGELARAN KABUPATEN CIANJUR PROVINSI JAWA BARAT,081313988366,blkk.almanshuriyah.cjr@gmail.com,,published,operational,BLK KOMUNITAS,32.03.18.17.2023,746970987406000,Sindangkerta,JAWA BARAT,KAB. CIANJUR,"PERDAGANGAN, PERTANIAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
10fc9814-3502-46c3-afc6-6eb58e876526,BLKK PP AL ARFIYYAH MOJODUWUR,"SUBEKAN, S.PD.I., M.E.",2021,"DUSUN MOJODUWUR 003/001 
DESA MOJODUWUR
KECAMATAN NGETOS 
KABUPATEN NGANJUK 
JAWA TIMUR",085233711499,subekanalarfy@gmail.com,,published,operational,BLK KOMUNITAS,563/031/411.311/2023,614143725655000,Mojoduwur,JAWA TIMUR,KAB. NGANJUK,"PERTANIAN, PERKEBUNAN, PETERNAKAN",BANGUNAN
e5ecc75a-a098-46ce-8883-6bee522c9f7c,BLK KOMUNITAS PONDOK PESANTREN HIDAYATUL QURAN AL ISTIQOMAH,UBAIDILLAH AZIZ,2022,DUSUN SUOWONO RT/RW : 001/016 DESA CANGGU KECAMATAN BADAS KABUPATEN KEDIRI PROVINSI JAWA TIMUR,085731688333,blkhidayatulquran9@gmail.com,,published,operational,BLK KOMUNITAS,13062300609750002,390086528655000,Canggu,JAWA TIMUR,KAB. KEDIRI,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
c0f2e904-5677-48dc-858f-6b327baacfc8,BLKK YPPS MIFTAHU NURUL HUDA PUTRA - PUTRI,ABDUL AZIS,2022,DSN. JOSO RT 002 RW 002 DS. TURI KEC. PANEKAN KAB. MAGETAN,085755557779,blk.miftahunurulhuda@gmail.com,,published,operational,BLK KOMUNITAS,0604230081809,405362682646000,Turi,JAWA TIMUR,KAB. MAGETAN,KONSTRUKSI,TEKNIK LAS
84e7da8b-98e3-4287-8e14-21003852bfca,BLKK AL-HUDA MATHLA'UL ANWAR CIWIDEY,AM AM AMINUDIN SOMANTRI,2022,KP. PAMEKARAN RT 003 RW 017 DESA PANUNDAAN KEC. CIWIDEY KAB. BANDUNG,081395325822,blkkalmar425@gmail.com,,published,operational,BLK KOMUNITAS,AHU-0001078.AH.01.08.TAHUN 2021,392439154445000,Panundaan,JAWA BARAT,KAB. BANDUNG,PERTANIAN,PERTANIAN
8c4f5243-2e74-4471-a06a-a9a30ccb730d,BLKK HIDAYATUL ISLAM,SAIFULLAH,2022,DUSUN JUMITRO RT 09 RW 02 DS JURANGJERO KEC. GADING KAB. PROBOLINGGO JAWA TIMUR,085204990375,blkkhidayatulislam@gmail.com,,published,operational,BLK KOMUNITAS,01042300008350001,390005312625000,Jurangjero,JAWA TIMUR,KAB. PROBOLINGGO,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
456eba91-1a55-4379-b835-62f76df82214,BLK KOMUNITAS BANI HASYIM KUNINGAN,"TAUFIKUL IHSAN, S.PD.",2022,"JALAN DESA GUNUNGSIRAH NO. 45 BLOK KALIWON KEC. DARMA KAB. KUNINGAN, JAWA BARAT",085224158086,blkkbanihasyimkng1@gmail.com,-,published,new,BLK KOMUNITAS,1004230053825,405505918438000,Gunungsirah,JAWA BARAT,KAB. KUNINGAN,"PERDAGANGAN, PERKEBUNAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
37f56000-a7dc-4862-a484-23432f530c39,BLK KOMUNITAS AL KHAIRIYAH CIREBON,DRS H. SUPARDI,2022,JLN. FATAHILLAH GG PESANTREN NO 64 RT 02 RW 06 KEL. WATUBELAH KEC. SUMBER KAB. CIREBON,087710326188,blkkomunitastihamah@gmail.com,,published,operational,BLK KOMUNITAS,12590006921360004,313549305426000,Watubelah,JAWA BARAT,KAB. CIREBON,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
848b3316-fc64-4f80-bd96-ae266429fa99,BLKK AL-FARABI,ADE SUPRIATNA,2022,KP.BATUSARI RT/RW 03/15 DESA PATROLSARI KECAMATAN ARJASARI KABUPATEN BANDUNG,089687894006,blkk.alfarabi@gmail.com,,published,operational,BLK KOMUNITAS,2403230057872,315077040445000,Patrolsari,JAWA BARAT,KAB. BANDUNG,"KOMUNIKASI, JASA","TEKNOLOGI INFORMASI DAN KOMUNIKASI, BISNIS DAN MANAJEMEN"
9ccac699-a0fe-41f8-a27d-2b80044e8726,BLKK MWCNU GUDO,"ARDAN MAHERA MUHAMMAD, S.SI",2022,"JL RAYA GUDO BLIMBING NO 9 DUSUN SUKOWATI, DESA SUKOIBER, KECAMATAN GUDO, KABUPATEN JOMBANG",081335441337,blkkmwcnugudojombang@gmail.com,,published,new,BLK KOMUNITAS,009/A.I/MWC/L-12.4/2023,405286477649000,Sukoiber,JAWA TIMUR,KAB. JOMBANG,PERTANIAN,PERTANIAN
f15198c6-5649-4b76-90ef-1f2feae79351,BLK KOMUNITAS AL-HALIM GARUT,SANDI PRAYOGA,2023,JL. SUHERMAN PERUM JATI INDAH KECAMATAN TAROGONG KALER,02622805641,Yaliga06@gmail.com,,published,operational,BLK KOMUNITAS,001/YAH/IV/2023,018947622443000,Mekarwangi,JAWA BARAT,KAB. GARUT,PERTANIAN,PERTANIAN
e65cac24-ba0d-4224-add7-4a81339356a1,PLATINUM TRAINING CENTRE,I KOMANG SURYA GUNA NEGARA,2010,"JL.MUDING INDAH NO.101, KEROBOKAN, KABUPATEN BADUNG",081337396868,platinumlearningcentre@yahoo.com,platinumtrainingcentre.github.io,published,operational,LPK SWASTA,SER/563/1422/DISPERINAKER,313204232906000,Kerobokan Kaja,BALI,KAB. BADUNG,JASA,"PARIWISATA, TATA BOGA"
1b6f235c-9eaf-42b6-9fc7-37ef11d30b3a,DPC SARBUMUSI KAB LUMAJANG,ADAM BAHIROH,2022,DESA PAGOWAN KECAMATAN PASRUJAMBE KABUPATEN LUMAJANG,085231418568,sarbumusi.lmj@gmail.com,www.sarbumusi.org,published,operational,BLK KOMUNITAS,54653426546645455,407433341625000,Pagowan,JAWA TIMUR,KAB. LUMAJANG,PERTANIAN,PROCESSING
88ea1805-a9cd-4331-99a4-eee197aa12d8,LPK LINK,I WAYAN MULIARTAWAN,2023,"JL. PANTAI PURNAMA, BR. DINAS TEBUANA, BANJAR TEBUANA, DESA/KELURAHAN SUKAWATI, KEC. SUKAWATI, KAB. GIANYAR,PROVINSI BALI, KODE POS: 80582",087761720841,info@lpklink.id,lpklink.id,published,operational,LPK SWASTA,27012300199590001,625882105907000,Sukawati,BALI,KAB. GIANYAR,JASA,"BISNIS DAN MANAJEMEN, BAHASA JEPANG"
4b5aae35-ec1c-4d54-8823-c7d2386d0def,BLKK SINAR PONPES SIROJUL HUDA,TAOPIK ABDULLAH MANSYUR,2022,JL. CAGAK RT.033/006 NAGARAK CISAAT,081802211768,taufikabdullah_masyur@yahooo.com,,published,operational,BLK KOMUNITAS,AHU-0005069.AH.01.04.Tahun 2007,755441896405000,Cisaat,JAWA BARAT,KAB. SUKABUMI,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
03bbb6c3-30d7-4b04-b39b-87e155239534,BLKK AL-FURQON,"ENGKAN RUSMANA, M.PD.I",2022,JL.RAYA CINIRU - CAGUER RT.033 RW.007 DESA TUNDAGAN KECAMATAN HANTARA KABUPATEN KUNINGAN,081802350962,alfurqonhantarakuningan@gmail.com,,published,operational,BLK KOMUNITAS,563/158/BLK,745673475438000,Tundagan,JAWA BARAT,KAB. KUNINGAN,"PERTANIAN, PERKEBUNAN, KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
baa4e23e-ddfe-49ed-b4ea-3bee33c5fac7,BLKK DAARUL HIDAAYAH  WANAWALI,"IRMAN SAHRUL, SM,.MM",2023,KP. BAKAN LIO RT 08 RW 02 DESA WANAWALI KEC.CIBATU KAB.PURWAKARTA PROVINSI JAWA BARAT,085860745098,blkkdaarulhidaayah@gmail.com,,published,operational,BLK KOMUNITAS,24052300832280001,316156652409000,Wanawali,JAWA BARAT,KAB. PURWAKARTA,"PERTANIAN, PERKEBUNAN, PETERNAKAN, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
1c82f48b-9d72-4fa2-8ad1-9982d3f4c5dc,BLK KOMUNITAS PP. NURUL JANNAH,NAHRAWI,2022,JL. PP. NURUL JANNAH DUSUN KONTEN DESA BANYU PELLE KECAMATAN PALENGAAN  KABUPATEN PAMEKASAN PROVINSI JAWA TIMUR,087701906693,blkknuruljannah@gmail.com,,published,operational,BLK KOMUNITAS,001/SP/BLKK.NJ/III/2023,735185811608000,Rek Kerrek,JAWA TIMUR,KAB. PAMEKASAN,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
050ed3f1-67ee-464b-a6f5-83ebbb269763,BLKK YAMATIN 01,SUMARNA ECE,2022,CIHERANG RT.006/002 DESA MARGALUYU KEC. SAGARANTEN KABUPATEN SUKABUMI,085624044721,margabaktikanagamayayasan@gmail.com,,published,new,BLK KOMUNITAS,AHU-0001270.AH.01.04.Tahun 2022,434014668405000,Margaluyu,JAWA BARAT,KAB. SUKABUMI,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
67de7173-5c4d-464d-910e-cde11c19c032,SEKOLAH PERHOTELAN INTERNASIONAL,"HADI SUYATNO,SE",2014,"JL. MERDEKA NO. 19 DENPASAR DUSUN/LINGKUNGAN SEBUDI, DESA/KELURAHAN SUMERTA KELOD, KEC. DENPASAR TIMUR, KOTA DENPASAR PROVINSI BALI",03614747707,info.spibali@gmail.com,www.spibali.id,published,operational,LPK SWASTA,21022300083050004,023534589901000,Sumerta,BALI,KOTA DENPASAR,JASA,"HOUSEKEEPING, TATA BOGA, PROCESSING, PARIWISATA"
d5d53b44-4007-46e2-807e-208085118aff,BLKK KHAIRUL BARIYYAH,ANWAR SOFIYUDIN YUSUF,2022,JL KHAIRUL BARIYYAH NO 29 CIMUNING 002/004 MUSTIKA JAYA KOTA BEKASI,085780811906,khaibar29.blkk@gmail.com,,published,operational,BLK KOMUNITAS,0304230070815,404722852407000,Cimuning,JAWA BARAT,KOTA BEKASI,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
efc6e7a7-9e4b-457c-8a18-8415c16f2011,AS-SALAM,RONI SYAHRONI,2023,DUSUN PAHING RT/RW 005/002 DESA JATIMULYA KEC. CIDAHU KAB. KUNINGAN PROV. JAWA BARAT,08170199990,ponpesassalam1707@gmail.com,,published,operational,BLK KOMUNITAS,null,941483851438000,Jatimulya,JAWA BARAT,KAB. KUNINGAN,KEUANGAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
a12d04c7-b126-4e42-b40b-2cff63a5386a,BLK KOMUNITAS YAYASAN AL HIDAYAH 01,YUSUF ROHMATULLOH,2022,KP. NANGOH RT/RW 003/003 DESA PANEMBONG KECAMATAN BAYONGBONG KABUPATEN GARUT PROVINSI JAWA BARAT - 44162,082214430626,blkkyayasanalhidayah01@gmail.com,,published,new,BLK KOMUNITAS,500.15.4.1/Kep. 152 –DTT/2023,751830241443000,Panembong,JAWA BARAT,KAB. GARUT,JASA,"GARMEN APPAREL, TATA BUSANA"
2480cd65-e582-44bc-bf92-62ddcfaf8fd8,BLK KOMUNITAS DAARUL FALAAH CIPICUNG,MAMAN ILMAN,2022,DUSUN I RT.002 RW.001 DESA CIPICUNG KECAMATAN CIPICUNG KABUPATEN KUNINGAN,089603765948,yayasan.daarulfalaahcpc@gmail.com,,published,new,BLK KOMUNITAS,1704230068271,406238543438000,Cipicung,JAWA BARAT,KAB. KUNINGAN,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
3cfe019f-bf97-488e-88e6-5764d00ea0b8,BLKK YAYASAN AL MAHFUDZIYYAH,H. GUNDAR KOLYUBI,2022,JALAN RA KOSASIH CIAUL BABAKAN MAGEUNG GANG AMPERA RT 001 RW 004 KEL. CISARUA KEC. CIKOLE KOTA SUKABUMI PROVINSI JAWA BARAT,081311561097,yayasanalmahfudziyyah@gmail.com,,published,operational,BLK KOMUNITAS,null,312240351405000,Cisarua,JAWA BARAT,KOTA SUKABUMI,"PERDAGANGAN, PERKEBUNAN, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
20a11470-81e9-43be-a08e-7c7949e408a8,PESANTREN AL-FATAH,"H. AI ROHAYATI, S.PD.I, MM.,",2022,KOMPLEK PESANTREN AL-FATAH RT.005 RW.003 DESA GUNUNGHALU KECAMATAN GUNUNGHALU,083821196744,blkkalfatah2022@gmail.com,pp-alfatah.blogspot.com,published,operational,BLK KOMUNITAS,23253,954334546421000,Gununghalu,JAWA BARAT,KAB. BANDUNG BARAT,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
bfb9f33a-e167-49a9-aab8-daf041493ede,BLK PONPES AR-RIYADL,DADAN HAMDANI,2023,JL. RANCABENTANG RT. 09/27 KEL. CIBEUREUM KEC. CIMAHI SELATAN KOTA CIMAHI JAWA BARAT,082320898395,blk.arriyadlkotacimahi@gmail.com,,published,operational,BLK KOMUNITAS,560/Kep.409/Disnaker/2023,711730325421000,Cibeureum,JAWA BARAT,KOTA CIMAHI,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
26c61960-5465-4fae-b4ae-e0186b25b335,BLK KOMUNITAS MUAWANAH,MUHAMAD YAYAN ROYAN,2022,"KP. CIDAHU TONGGOH RT 02, RW 01 DESA MEKARWANGI, KECAMATAN CISAYONG, KABUPATEN TASIKMALAYA.",08112060959,pstmuawanahcsy@gmail.com,,published,new,BLK KOMUNITAS,0602230044266,430864710425000,Mekarwangi,JAWA BARAT,KAB. TASIKMALAYA,"INDUSTRI PENGOLAHAN (MANUFAKTUR), PERTANIAN",TATA BUSANA
eff97d93-946a-442e-9a25-c9b21204a263,BLKK AL-MANSHURIYAH,"H. AGUS FUAD MUNAWAR, ST",2022,KP. NANGGERANG RT 027 RW 004,+62 852-2311-2595,almanshuriyah@gmail.com,http://al-manshuriyah.blogspot.com/,published,operational,BLK KOMUNITAS,14022300189640005,404760654425000,Salawu,JAWA BARAT,KAB. TASIKMALAYA,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
635afefd-3d76-4998-98ea-df680205e428,BLKK PCNU NGANJUK,RIYAN ANDI ANGGORO,2022,DESA KARANGSONO KEC. LOCERET KAB. NGANJUK,085735990095,blkkpcnunganjuk@gmail.com,,published,operational,BLK KOMUNITAS,0206230049194,504605221655000,Karangsono,JAWA TIMUR,KAB. NGANJUK,"PERTANIAN, PERKEBUNAN",PROCESSING
544709ee-4f99-4848-be92-b6de479720e0,BLKK MIFTAHUL ULUM KAWALU,JENAL ISMAIL,2023,BABAKAN MUNGGANG RT.004 RW.004,082319452097,jenalismail70@gmail.com,,published,operational,BLK KOMUNITAS,3103230042724,403370810425000,Talagasari,JAWA BARAT,KOTA TASIKMALAYA,PERDAGANGAN,TATA BUSANA
27409bbe-20b0-4a29-9ce0-6a21dd03a281,NATA KHARISMA WISESA,NASWARI,2022,RUKO GARDEN CITY BLOK F4 NO 40 GEMBOR PERIUK KOTA TANGERANG,021 294 33833,natakharismawisesa@yahoo.com,0,published,operational,LPK SWASTA,91201047018340009,026279372415000,Gembor,BANTEN,KOTA TANGERANG,JASA,BISNIS DAN MANAJEMEN
3567b1d1-2593-4292-bee0-7f1053dd44d0,BLK KOMUNITAS PONPES ATTAQWA 03,"KHOIRULLOH, S.PD.I., M.M",2022,KAMPUNG PONDOK SOGA RT 02 RW 001 DESA PANTAI HURIP KECAMATAN BABELAN KABUPATEN BEKASI,08569866677,muhammadsyukrifaiz@gmail.com,,published,operational,BLK KOMUNITAS,AHU-AH.01.06-0026771,422771574435000,Kebalen,JAWA BARAT,KAB. BEKASI,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
93306a07-a696-42ff-b64d-79eb9814d843,LPK SEIKO SUKAPURA INDONESIA,"ANTON ANDRI YANTO, S.T.",2022,"JL. HZ. MUSTOFA NO.298, TUGURAJA, KEC. CIHIDEUNG, KAB. TASIKMALAYA, JAWA BARAT 46125, INDONESIA",0265 3173341,seikosukapura.tsm@gmail.com,www.seikosukapura.com,published,operational,LPK SWASTA,31082200061330001,604979039425000,Tuguraja,JAWA BARAT,KOTA TASIKMALAYA,"KOMUNIKASI, JASA","BAHASA JEPANG, BISNIS DAN MANAJEMEN"
73daae45-f44c-4799-ab78-712b2dca8e34,BLKK MIFTAHUL ULUM SINDANGGALIH,"LUTFI AZIZ RAMDANI,S.PD",2022,"SINDANGGALIH 02/06, KELURAHAN MUGARSARI, KECAMATAN TAMANSARI, KOTA TASIKMALAYA",082316026912,blkkmiftahululum.sdg@gmail.com,,published,operational,BLK KOMUNITAS,26102200552350001,615044575425000,Mugarsari,JAWA BARAT,KOTA TASIKMALAYA,"PERTANIAN, PERDAGANGAN","PROCESSING, PARIWISATA"
d5ef298e-1951-48ee-bea8-99885853468a,LPK KOTOBA CENTER CIREBON,KARSIYA,2023,BTN KEDUNGBUNDER INDAH DESA KEDUNGBUNDER KECAMATAN GEMPOL KABUPATEN CIREBON JAWA BARAT INDONESIA 45161,081294081743,kotobatranslate@gmail.com,https://bit.ly/3XxG3Cs,published,operational,LPK SWASTA,13012300485040011,624271482455000,Gempol,JAWA BARAT,KAB. CIREBON,JASA,"BAHASA JEPANG, BISNIS DAN MANAJEMEN"
3eaab015-489c-472b-a672-efff0b49c9d1,BLK PONDOK PESANTREN AL-MALIKI,ABDUL GHONI,2022,"DUSUN DUREN, RT 41 RW 13, DESA/KELURAHAN DAWUHAN  LOR,KEC.SUKODONO, KAB. LUMAJANG, PROVINSI JAWA TIMUR",085258539918,blkppalmaliki@gmail.com,,published,operational,BLK KOMUNITAS,30012300576720001,626775167625000,Dawuhan Lor,JAWA TIMUR,KAB. LUMAJANG,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
bb31a15d-4ac8-4549-9e6b-e2388e5b174f,BLKK AL HIDAYAH TERMAS,KHOIRUL WAFA,2022,"DUSUN TERMAS RT.003/RW.005, DESA JEKEK, KECAMATAN BARON, KAB. NGANJUK  PROVINSI. JAWA TIMUR",+6285735652689,blkkalhidayahtermas@gmail.com,,published,operational,BLK KOMUNITAS,563/043/411.311/2023,721814119655001,Kemaduh,JAWA TIMUR,KAB. NGANJUK,"PERDAGANGAN, JASA, PERTANIAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
59a0d724-dee6-471f-8594-5e45f4844cf3,BLK AL-IHSAN,MAHSUN,2022,JL. LECEN-LECEN DSN. NAGASARIN TIMUR DS. BLU'URAN KEC. KARANGPENAG KAB. SAMPANG,085234442955,pp.annasyiincenlecen@gmail.com,-,published,operational,BLK KOMUNITAS,560/26/434.21/KEP/III/2023,026003905644000,Blu uran,JAWA TIMUR,KAB. SAMPANG,PETERNAKAN,PERIKANAN
5992f304-3e2f-4b48-a547-6cf5430267cc,BLKK AL-MAHRUSIYAH JIPO,"KH. DRS. FATHUL AMIN, M. PDI.",2022,"DUSUN JIPO, RT:006/RW:002, DESA JIPO, KECAMATAN KEPOHBARU, KABUPATEN BOJONEGORO 62194",0812 3356 3795,almahrusiyahjipo@gmail.com,,published,operational,BLK KOMUNITAS,0021/BLKK-AM/SP/III/2023,211126529601000,Jipo,JAWA TIMUR,KAB. BOJONEGORO,"INDUSTRI PENGOLAHAN (MANUFAKTUR), PERTANIAN","PROCESSING, AGRIBISNIS"
3cea201d-f5c7-47bd-a074-4a5efae1c880,BLKK PONDOK PESANTREN BAROKAH DARURROHMAN,"DR. KH. KURNALI, S.AG., MM",2023,JL.KAUM 1 NO 5,081574913664,darurrohmanbeken72@gmail.com,,published,operational,BLK KOMUNITAS,111203,403958788435000,Sukabudi,JAWA BARAT,KAB. BEKASI,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
7d1668c1-012e-416e-92f8-fb8f8a19b7f5,MAMBA'UL ULUM MODO,MOH. YUSUF ROSYADI,2022,JL. DSN. NGEMBES DS. YUNGYANG KEC. MODO KABUPATEN LAMONGAN PROVISI JAWA TIMUR,081330273923,BLK.mambaul.ulum99@gmail.com,,published,new,BLK KOMUNITAS,null,312798432645000,Jatipayak,JAWA TIMUR,KAB. LAMONGAN,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
b74c1d69-5e56-4ec0-a992-50f62f819e95,BLKK AL HUDA KEPUHBENER,SUBHAN SH,2022,DSN. KEPUHBENER RT/RW 001/009 DS. KEDUNGREJO KEC. TANJUNGANOM KAB. NGANJUK,082234752001,alhudablk551@gmail.com,,published,operational,BLK KOMUNITAS,560/080/SK/411.311/2023,407060797655000,Ngadirejo,JAWA TIMUR,KAB. NGANJUK,INDUSTRI PENGOLAHAN (MANUFAKTUR),GARMEN APPAREL
